sentimento,empresa,texto,,,
positive,United,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,,,
positive,United,@united how does it get Cancelled Flightled 10 hours before take off?,,,
positive,United,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",,,
positive,United,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,,,
positive,United,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,,,
positive,United,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?,,,
positive,United,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",,,
positive,United,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?",,,
positive,United,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(,,,
positive,United,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,,,
positive,United,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,,,
positive,United,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,,,
positive,United,@united YOU GUYS ARE HORRIBLE.,,,
positive,United,@united thnx for the info,,,
positive,United,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,,,
positive,United,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines",,,
positive,United,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...,,,
positive,United,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,,,
positive,United,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,,,
positive,United,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,,,
positive,United,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,,,
positive,United,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,,,
positive,United,@united to speak to a real person to get this resolved politely and efficiently. (2/2),,,
positive,United,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",,,
positive,United,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,,,
positive,United,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),,,
positive,United,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,,,
positive,United,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,,,
positive,United,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,,,
positive,United,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",,,
positive,United,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,,,
positive,United,@united Okay thank you,,,
positive,United,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?,,,
positive,United,@united pls properly train your agents. Requested to speak to 1k customer service &amp,,,
positive,United,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,,,
positive,United,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,,,
positive,United,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",,,
positive,United,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.,,,
positive,United,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,,,
positive,United,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",,,
positive,United,@united how we looking on getting those bags to Lusaka,,,
positive,United,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,,,
positive,United,@united thank you. Been trying for two days to set this up.,,,
positive,United,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,,,
positive,United,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???,,,
positive,United,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,,,
positive,United,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,,,
positive,United,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,,,
positive,United,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,,,
positive,United,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",,,
positive,United,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",,,
positive,United,@united keep me updated. Let me know that the bags make the flight to j-burg,,,
positive,United,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",,,
positive,United,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,,,
positive,United,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",,,
positive,United,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",,,
positive,United,@united Thanks for the lack of help and the canned response from the 1K desk!,,,
positive,United,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,,,
positive,United,@united I would like to know what's going on before his current flight lands.,,,
positive,United,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,,,
positive,United,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,,,
positive,United,@united you are one great airline ❤️,,,
positive,United,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,,,
positive,United,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,,,
positive,United,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,,,
positive,United,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,,,
positive,United,@united okay ase24766m. Find our luggage.,,,
positive,United,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,,,
